DISTRICT,YEAR,PRODUCTION,AREA,YIELD,GDD,HEAT_STRESS_DAYS,PRECIP,PET,P_MINUS_PET,TMEAN,TMX,TMN,DTR,VPD,RH,VAP_KPA,CROP
Karachi,2005.0,0.3,0.2,1.49,2460.200117111206,91.0,26.8,25.800001,0.9999993,23.583334,30.200003,17.016666,13.183334,0.0,100.0,15.600001,WHEAT
Karachi,2006.0,0.4,0.2,2.0,2469.5001258850098,119.0,54.2,26.0,28.199999,23.683334,30.316666,17.133333,13.183333,0.0,100.0,15.566667,WHEAT
Karachi,2007.0,1.49,0.6,2.49,2562.7000122070312,91.0,64.600006,26.5,38.1,24.183334,30.800001,17.633333,13.166667,0.0,100.0,16.2,WHEAT
Karachi,2008.0,2.6,0.92,2.83,2422.700046539306,91.0,50.7,25.800001,24.899998,23.316666,29.950003,16.733334,13.216667,0.0,100.0,15.683334,WHEAT
Karachi,2009.0,3.93,1.47,2.67,2637.800117492676,119.0,9.3,26.6,-17.3,24.583334,31.216667,18.0,13.216667,0.0,100.0,16.050001,WHEAT
Karachi,2010.0,3.7,1.2,3.09,2721.5001373291016,91.0,9.900001,27.3,-17.4,25.033335,31.650002,18.45,13.200001,0.0,100.0,16.566668,WHEAT
Karachi,2011.0,6.23,1.98,3.14,2456.500059127808,91.0,17.4,26.1,-8.700001,23.583334,30.216667,17.016668,13.200001,0.0,100.0,15.583333,WHEAT
Karachi,2012.0,4.47,1.66,2.69,2445.400081634521,91.0,0.4,25.9,-25.5,23.449999,30.050001,16.866667,13.183333,0.0,100.0,15.583333,WHEAT
Karachi,2013.0,4.71,1.64,2.88,2494.400020599365,91.0,52.600002,26.300001,26.3,23.783333,30.450003,17.183334,13.266666,0.0,100.0,15.900001,WHEAT
Karachi,2014.0,4.72,1.69,2.79,2387.0001258850098,91.0,18.1,25.7,-7.5999994,23.183334,29.866667,16.550001,13.316667,0.0,100.0,15.283334,WHEAT
Karachi,2015.0,4.47,1.57,2.84,2574.3999977111816,119.0,18.400002,26.900002,-8.5,24.25,30.933334,17.616667,13.316667,0.0,100.0,15.700001,WHEAT
Karachi,2016.0,3.1,1.09,2.83,2627.00013923645,91.0,19.2,26.800001,-7.6000004,24.450003,31.133333,17.816668,13.316667,0.0,100.0,15.950001,WHEAT
Karachi,2017.0,3.08,1.12,2.75,2605.900045394897,91.0,11.700001,26.7,-15.0,24.4,31.083334,17.766668,13.316666,0.0,100.0,16.383333,WHEAT
Karachi,2018.0,2.75,1.02,2.7,2609.5001258850098,119.0,7.7999997,26.9,-19.1,24.433334,31.116667,17.800001,13.316667,0.0,100.0,16.25,WHEAT
Karachi,2019.0,2.83,1.14,2.49,2476.9000720977783,91.0,14.0,26.1,-12.1,23.683334,30.366669,17.050001,13.316667,0.0,100.0,15.683334,WHEAT
Karachi,2020.0,2.9,1.15,2.52,2448.1001625061035,91.0,17.400002,26.0,-8.6,23.483335,30.166666,16.85,13.316667,0.0,100.0,15.533333,WHEAT
Karachi,2021.0,4.48,1.54,2.91,2584.100034713745,119.0,5.8,27.1,-21.3,24.300001,30.983332,17.666666,13.316667,0.0,100.0,15.75,WHEAT
Karachi,2022.0,4.52,1.57,2.88,2653.500057220459,91.0,59.5,27.300001,32.2,24.666666,31.35,18.033335,13.316666,0.0,100.0,16.316668,WHEAT
Karachi,2023.0,5.86,1.99,2.94,2573.7000007629395,119.0,12.3,26.7,-14.4,24.25,30.933334,17.616667,13.316667,0.0,100.0,15.8,WHEAT
Karachi,2024.0,4.14,0.99,4.18,2651.6001739501958,91.0,49.5,26.900002,22.599998,24.583334,31.266668,17.949999,13.316667,0.0,100.0,15.883334,WHEAT
Khairpur,2000.0,209.79,75.78,2.77,3424.60013961792,184.0,34.0,40.3,-6.3000007,33.61667,40.7,26.616667,14.083333,0.0,100.0,24.733332,COTTON
Khairpur,2001.0,424.36,62.56,6.78,3369.4001636505127,184.0,47.800003,39.800003,7.9999986,33.31667,40.399998,26.316666,14.083333,0.0,100.0,24.783333,COTTON
Khairpur,2002.0,338.07,73.21,4.62,3485.900081634521,184.0,7.8,40.5,-32.7,33.95,41.033337,26.949999,14.083333,0.0,100.0,25.116667,COTTON
Khairpur,2003.0,389.22,71.08,5.48,3284.7000827789307,184.0,183.20001,39.600002,143.6,32.866665,39.95,25.866667,14.083333,0.0,100.0,24.183334,COTTON
Khairpur,2004.0,384.13,80.68,4.76,3343.800012588501,184.0,15.8,40.1,-24.3,33.183334,40.266666,26.183334,14.083333,0.0,100.0,24.116667,COTTON
Khairpur,2005.0,274.04,78.0,3.51,3306.100221633911,184.0,30.300001,39.8,-9.499998,32.983334,40.06667,25.983335,14.083335,0.0,100.0,24.416666,COTTON
Khairpur,2006.0,331.84,74.7,4.44,3462.300106048584,184.0,79.0,40.4,38.600002,33.81667,40.899998,26.816668,14.083333,0.0,100.0,25.1,COTTON
Khairpur,2007.0,337.26,76.3,4.42,3359.400011062622,184.0,74.0,40.1,33.9,33.266666,40.350002,26.266668,14.083333,0.0,100.0,24.5,COTTON
Khairpur,2008.0,379.41,78.68,4.82,3363.000198364258,184.0,57.100002,39.9,17.200003,33.283337,40.36667,26.283333,14.083333,0.0,100.0,24.650002,COTTON
Khairpur,2009.0,458.36,80.2,5.72,3504.1001529693604,184.0,49.0,40.8,8.200001,34.05,41.133335,27.050001,14.083333,0.0,100.0,24.949999,COTTON
Khairpur,2010.0,394.06,58.15,6.78,3446.7001037597656,184.0,145.0,40.300003,104.700005,33.733334,40.816666,26.733335,14.083333,0.0,100.0,24.633333,COTTON
Khairpur,2011.0,359.62,56.76,6.34,3402.900234222412,184.0,73.4,40.100002,33.299995,33.5,40.583332,26.5,14.083333,0.0,100.0,24.866667,COTTON
Khairpur,2012.0,325.06,62.17,5.23,3381.4001502990723,184.0,24.0,40.100002,-16.100002,33.383335,40.466667,26.383333,14.083333,0.0,100.0,24.766668,COTTON
Khairpur,2013.0,430.96,78.43,5.5,3512.5001277923584,184.0,45.5,40.800003,4.6999984,34.100002,41.183334,27.1,14.083333,0.0,100.0,25.416666,COTTON
Khairpur,2014.0,430.68,78.8,5.47,3493.6000576019287,184.0,14.400001,40.7,-26.300001,34.0,41.083332,27.0,14.083333,0.0,100.0,25.150002,COTTON
Khairpur,2015.0,415.94,81.66,5.09,3415.000165939331,184.0,88.3,40.2,48.100002,33.56667,40.65,26.566666,14.083335,0.0,100.0,24.4,COTTON
Khairpur,2016.0,430.54,82.57,5.21,3552.6001625061035,184.0,36.9,40.9,-4.0000014,34.31667,41.4,27.316666,14.083333,0.0,100.0,25.183334,COTTON
Khairpur,2017.0,475.76,81.14,5.86,3516.5001373291016,184.0,53.199997,40.7,12.499998,34.11667,41.2,27.116667,14.083333,0.0,100.0,25.166666,COTTON
Khairpur,2018.0,376.1,58.49,6.43,3485.000022888184,184.0,16.6,40.7,-24.100002,33.95,41.033337,26.949999,14.083333,0.0,100.0,25.233332,COTTON
Khairpur,2019.0,351.14,84.75,4.14,3483.600257873535,184.0,65.8,40.8,25.000002,33.95,41.033337,26.949999,14.083333,0.0,100.0,25.116667,COTTON
Khairpur,2020.0,217.27,82.43,2.64,3447.9001750946045,184.0,66.9,40.6,26.3,33.75,40.833332,26.75,14.083333,0.0,100.0,25.033335,COTTON
Khairpur,2021.0,313.65,82.27,3.81,3460.3002223968506,184.0,38.2,40.600002,-2.3999996,33.81667,40.9,26.816666,14.083333,0.0,100.0,25.383333,COTTON
Khairpur,2022.0,122.9,89.35,1.38,3401.500291824341,184.0,252.70001,40.2,212.50002,33.500004,40.583332,26.5,14.083333,0.0,100.0,24.783333,COTTON
Khairpur,2023.0,336.5,81.19,4.14,3414.099988937378,184.0,147.6,40.100002,107.5,33.566666,40.65,26.566666,14.083335,0.0,100.0,24.866667,COTTON
Khairpur,2024.0,234.12,83.45,2.81,3644.6000480651855,184.0,108.100006,41.4,66.7,34.816666,41.899998,27.816668,14.083332,0.0,100.0,25.983332,COTTON
Ghotki,2000.0,249.63,73.62,3.39,3387.900234222412,184.0,42.7,39.1,3.5999994,33.416668,40.36667,26.516668,13.849999,0.0,100.0,24.683334,COTTON
Ghotki,2001.0,301.16,100.65,2.99,3323.700162887573,184.0,58.7,38.8,19.9,33.06667,40.016666,26.15,13.866668,0.0,100.0,24.666666,COTTON
Ghotki,2002.0,302.58,63.5,4.76,3421.9001293182373,184.0,22.3,39.3,-17.0,33.600002,40.55,26.683334,13.866666,0.0,100.0,24.933334,COTTON
Ghotki,2003.0,496.63,60.87,8.16,3229.6001625061035,184.0,170.40001,38.4,132.0,32.56667,39.516666,25.65,13.866668,0.0,100.0,24.066668,COTTON
Ghotki,2004.0,509.11,108.85,4.68,3273.5001544952397,184.0,33.5,38.8,-5.300001,32.8,39.75,25.883333,13.866666,0.0,100.0,24.0,COTTON
Ghotki,2005.0,408.32,107.06,3.81,3287.8001537323,184.0,51.1,38.7,12.4,32.883335,39.833332,25.966667,13.866666,0.0,100.0,24.266668,COTTON
Ghotki,2006.0,486.73,109.11,4.46,3370.200107574463,184.0,79.3,39.1,40.2,33.31667,40.266666,26.4,13.866666,0.0,100.0,24.966667,COTTON
Ghotki,2007.0,435.74,97.76,4.46,3337.900047302246,184.0,85.90001,39.100002,46.8,33.149998,40.100002,26.233332,13.866666,0.0,100.0,24.383333,COTTON
Ghotki,2008.0,379.78,76.27,4.98,3283.3000106811523,184.0,72.3,38.800003,33.500004,32.850002,39.8,25.933334,13.866668,0.0,100.0,24.433334,COTTON
Ghotki,2009.0,543.4,90.86,5.98,3451.999895095825,184.0,43.4,39.7,3.6999993,33.766666,40.716667,26.85,13.866666,0.0,100.0,24.633333,COTTON
Ghotki,2010.0,189.05,34.07,5.55,3379.2001399993896,184.0,169.3,39.2,130.09999,33.36667,40.31667,26.449999,13.866669,0.0,100.0,24.433334,COTTON
Ghotki,2011.0,464.89,71.01,6.55,3347.899965286255,184.0,88.6,39.0,49.6,33.2,40.149998,26.283333,13.866666,0.0,100.0,24.666666,COTTON
Ghotki,2012.0,356.76,63.86,5.59,3338.200107574463,184.0,36.0,39.100002,-3.1000006,33.15,40.100002,26.233332,13.866666,0.0,100.0,24.616667,COTTON
Ghotki,2013.0,282.23,52.84,5.34,3378.000196456909,184.0,50.7,39.2,11.500002,33.36667,40.31667,26.449999,13.866668,0.0,100.0,25.233332,COTTON
Ghotki,2014.0,347.86,61.94,5.62,3386.6000595092773,184.0,30.9,39.4,-8.499999,33.416668,40.36667,26.5,13.866668,0.0,100.0,24.966667,COTTON
Ghotki,2015.0,557.79,89.96,6.2,3295.000234603882,184.0,120.5,38.9,81.6,32.916668,39.86667,26.0,13.866668,0.0,100.0,24.199999,COTTON
Ghotki,2016.0,569.45,97.23,5.86,3423.3001403808594,184.0,52.9,39.5,13.4,33.61667,40.56667,26.699999,13.866668,0.0,100.0,25.033335,COTTON
Ghotki,2017.0,609.27,92.66,6.58,3406.30006980896,184.0,65.2,39.3,25.9,33.516666,40.466667,26.6,13.866666,0.0,100.0,25.0,COTTON
Ghotki,2018.0,592.91,82.24,7.21,3390.200128555298,184.0,26.5,39.2,-12.7,33.433334,40.383335,26.516668,13.866666,0.0,100.0,25.066668,COTTON
Ghotki,2019.0,489.63,97.87,5.0,3373.4000701904297,184.0,73.5,39.300003,34.2,33.350002,40.3,26.433334,13.866668,0.0,100.0,24.966667,COTTON
Ghotki,2020.0,307.26,93.85,3.27,3374.90012550354,184.0,84.1,39.4,44.699997,33.350002,40.3,26.433334,13.866668,0.0,100.0,24.933334,COTTON
Ghotki,2021.0,406.21,89.05,4.56,3365.90020942688,184.0,53.100002,39.2,13.900001,33.3,40.25,26.383333,13.866668,0.0,100.0,25.199999,COTTON
Ghotki,2022.0,143.66,89.25,1.61,3282.600187301636,184.0,263.0,38.7,224.30002,32.850002,39.8,25.933334,13.866666,0.0,100.0,24.633333,COTTON
Ghotki,2023.0,480.08,84.77,5.66,3208.8001403808594,184.0,157.90001,38.2,119.700005,32.45,39.4,25.533333,13.866669,0.0,100.0,24.65,COTTON
Ghotki,2024.0,257.34,72.88,3.53,3528.200128555298,184.0,105.1,39.9,65.200005,34.183334,41.133335,27.266668,13.866668,0.0,100.0,25.816668,COTTON
Nawabshah,2000.0,244.12,61.83,3.95,3326.0001182556152,184.0,58.4,42.0,16.4,33.083332,40.65,25.566666,15.083333,0.0,100.0,26.85,COTTON
Nawabshah,2001.0,254.51,29.4,8.66,3335.3001499176025,184.0,76.0,42.1,33.9,33.133335,40.7,25.616667,15.083333,0.0,100.0,27.033335,COTTON
Nawabshah,2002.0,180.76,59.03,3.06,3448.900117874145,184.0,25.199999,42.9,-17.700003,33.75,41.31667,26.233335,15.083333,0.0,100.0,27.1,COTTON
Nawabshah,2003.0,226.46,41.03,5.52,3325.5001182556152,184.0,252.1,42.4,209.70001,33.083332,40.65,25.566668,15.083335,0.0,100.0,26.65,COTTON
Nawabshah,2004.0,309.08,64.69,4.78,3331.4000244140625,184.0,31.5,42.5,-10.999999,33.116665,40.683334,25.6,15.083335,0.0,100.0,26.483332,COTTON
Nawabshah,2005.0,271.13,63.73,4.25,3334.1000938415527,184.0,48.3,42.5,5.8,33.133335,40.7,25.616667,15.083333,0.0,100.0,26.783333,COTTON
Nawabshah,2006.0,257.0,58.24,4.41,3400.3999881744385,184.0,136.2,42.5,93.7,33.483334,41.05,25.966667,15.083333,0.0,100.0,27.433334,COTTON
Nawabshah,2007.0,241.52,57.27,4.22,3365.400152206421,184.0,137.5,42.5,95.00001,33.3,40.866665,25.783333,15.083333,0.0,100.0,26.883333,COTTON
Nawabshah,2008.0,237.28,46.26,5.13,3402.1000576019287,184.0,90.1,42.800003,47.3,33.5,41.06667,25.983332,15.083335,0.0,100.0,26.883333,COTTON
Nawabshah,2009.0,349.56,55.55,6.29,3506.9001064300537,184.0,114.700005,43.4,71.3,34.06667,41.633335,26.550001,15.083333,0.0,100.0,27.633333,COTTON
Nawabshah,2010.0,345.38,47.74,7.23,3464.9001750946045,184.0,251.1,43.2,207.90001,33.833332,41.4,26.316666,15.083333,0.0,100.0,27.266668,COTTON
Nawabshah,2011.0,97.28,9.48,10.26,3436.2000102996826,184.0,99.3,43.0,56.3,33.683334,41.25,26.166666,15.083333,0.0,100.0,27.166666,COTTON
Nawabshah,2012.0,339.85,52.36,6.49,3378.400081634521,184.0,75.1,42.7,32.399998,33.366665,40.933334,25.85,15.083333,0.0,100.0,27.033333,COTTON
Nawabshah,2013.0,321.85,55.26,5.82,3460.100103378296,184.0,106.1,43.1,63.000004,33.81667,41.383335,26.300001,15.083335,0.0,100.0,27.483335,COTTON
Nawabshah,2014.0,323.8,58.59,5.53,3496.90012550354,184.0,26.0,43.5,-17.500002,34.016666,41.583332,26.5,15.083333,0.0,100.0,27.283333,COTTON
Nawabshah,2015.0,337.58,63.6,5.31,3504.200033187866,184.0,109.8,43.7,66.1,34.05,41.61667,26.533333,15.083333,0.0,100.0,26.800001,COTTON
Nawabshah,2016.0,361.91,64.69,5.59,3500.2000827789307,184.0,68.100006,43.6,24.500004,34.033333,41.600002,26.516668,15.083333,0.0,100.0,27.35,COTTON
Nawabshah,2017.0,390.78,64.96,6.02,3472.9000930786133,184.0,95.1,43.4,51.699997,33.883335,41.45,26.366667,15.083333,0.0,100.0,27.316668,COTTON
Nawabshah,2018.0,370.84,52.25,7.1,3451.500188827514,184.0,33.1,43.2,-10.100001,33.766666,41.333332,26.25,15.083333,0.0,100.0,27.466667,COTTON
Nawabshah,2019.0,212.2,56.94,3.73,3484.5002002716064,184.0,137.0,43.5,93.5,33.95,41.516666,26.433334,15.083333,0.0,100.0,27.466667,COTTON
Nawabshah,2020.0,210.68,63.01,3.34,3451.100185394287,184.0,256.2,43.4,212.8,33.766666,41.333332,26.25,15.083333,0.0,100.0,27.400002,COTTON
Nawabshah,2021.0,287.53,64.41,4.46,3460.200223922729,184.0,70.5,43.4,27.1,33.81667,41.383335,26.300001,15.083333,0.0,100.0,27.383333,COTTON
Nawabshah,2022.0,108.48,66.33,1.64,3404.4001293182373,184.0,365.5,43.100002,322.40002,33.516666,41.083332,26.0,15.083333,0.0,100.0,26.75,COTTON
Nawabshah,2023.0,421.37,67.0,6.29,3484.900079727173,184.0,173.2,43.5,129.7,33.95,41.516666,26.433334,15.083333,0.0,100.0,27.300001,COTTON
Nawabshah,2024.0,183.69,46.73,3.93,3592.7001972198486,184.0,200.20001,43.9,156.3,34.533337,42.100002,27.016668,15.083335,0.0,100.0,28.033335,COTTON
Larkana,2000.0,16.59,3.38,4.91,3488.799976348877,184.0,35.8,40.3,-4.499999,33.966667,41.083332,26.883333,14.200001,0.0,100.0,24.449999,COTTON
Larkana,2001.0,11.83,4.13,2.86,3430.600103378296,184.0,45.5,40.0,5.4999986,33.65,40.766666,26.566666,14.200001,0.0,100.0,24.699999,COTTON
Larkana,2002.0,21.18,3.16,6.7,3547.1000232696533,184.0,8.2,40.4,-32.2,34.283333,41.4,27.199999,14.200002,0.0,100.0,24.85,COTTON
Larkana,2003.0,11.35,4.8,2.37,3342.800245285034,184.0,198.5,39.600002,158.90001,33.183334,40.3,26.1,14.2,0.0,100.0,24.15,COTTON
Larkana,2004.0,27.03,6.66,4.06,3405.000068664551,184.0,12.0,40.1,-28.1,33.516666,40.633335,26.433334,14.200001,0.0,100.0,24.133333,COTTON
Larkana,2005.0,13.81,3.82,3.62,3361.2001972198486,184.0,26.800001,39.7,-12.9,33.283337,40.4,26.199999,14.200001,0.0,100.0,24.133333,COTTON
Larkana,2006.0,14.9,3.73,4.0,3529.700128555298,184.0,86.0,40.600002,45.4,34.183334,41.3,27.1,14.200001,0.0,100.0,24.766668,COTTON
Larkana,2007.0,12.21,2.89,4.22,3411.399974822998,184.0,77.5,40.1,37.4,33.55,40.666668,26.466667,14.200001,0.0,100.0,24.133333,COTTON
Larkana,2008.0,15.36,3.59,4.28,3433.4001750946045,184.0,62.699997,39.9,22.799997,33.666668,40.783337,26.583334,14.200001,0.0,100.0,24.550001,COTTON
Larkana,2009.0,16.59,3.38,4.9,3571.5001182556152,184.0,47.7,40.8,6.900001,34.416668,41.533337,27.333334,14.200001,0.0,100.0,24.6,COTTON
Larkana,2010.0,16.28,3.37,4.82,3504.90020942688,184.0,141.40001,40.300003,101.100006,34.05,41.166668,26.966667,14.2,0.0,100.0,24.283333,COTTON
Larkana,2011.0,4.83,0.9,5.35,3473.300035476685,184.0,80.9,40.4,40.5,33.883335,41.0,26.800001,14.200001,0.0,100.0,24.616667,COTTON
Larkana,2012.0,20.26,3.1,6.54,3442.700210571289,184.0,22.4,40.1,-17.7,33.716667,40.833332,26.633333,14.200001,0.0,100.0,24.5,COTTON
Larkana,2013.0,6.59,1.54,4.29,3585.900234222412,184.0,45.100002,40.7,4.399999,34.5,41.616665,27.416666,14.2,0.0,100.0,25.116669,COTTON
Larkana,2014.0,6.45,1.29,5.01,3561.000022888184,184.0,12.0,40.8,-28.800001,34.366665,41.483334,27.283333,14.200001,0.0,100.0,24.733332,COTTON
Larkana,2015.0,6.5,1.3,5.0,3482.4002437591557,184.0,75.8,40.3,35.5,33.933334,41.05,26.85,14.2,0.0,100.0,24.233332,COTTON
Larkana,2016.0,10.15,1.89,5.36,3616.900115966797,184.0,37.300003,41.2,-3.8999996,34.666668,41.783337,27.583334,14.2,0.0,100.0,24.933334,COTTON
Larkana,2017.0,7.69,1.59,4.84,3589.9001293182373,184.0,47.100002,40.800003,6.299999,34.516666,41.633335,27.433334,14.200001,0.0,100.0,24.816666,COTTON
Larkana,2018.0,7.32,1.67,4.38,3552.3002223968506,184.0,12.8,40.7,-27.900002,34.31667,41.433334,27.233332,14.2,0.0,100.0,24.933334,COTTON
Larkana,2019.0,7.39,1.59,4.64,3544.800081253052,184.0,66.9,40.800003,26.1,34.283333,41.4,27.200003,14.2,0.0,100.0,24.733332,COTTON
Larkana,2020.0,0.74,0.14,5.41,3499.9001388549805,184.0,78.9,40.6,38.300003,34.033337,41.149998,26.949999,14.2,0.0,100.0,24.75,COTTON
Larkana,2021.0,0.71,0.17,4.27,3527.5001277923584,184.0,37.1,40.8,-3.6999993,34.183334,41.3,27.1,14.2,0.0,100.0,25.033333,COTTON
Larkana,2022.0,0.72,0.27,2.68,3462.70005607605,184.0,279.4,40.3,239.1,33.833332,40.95,26.75,14.2,0.0,100.0,24.516668,COTTON
Larkana,2023.0,8.88,1.41,6.28,3496.800127029419,184.0,143.20001,40.4,102.8,34.016666,41.133335,26.933334,14.200001,0.0,100.0,24.550001,COTTON
Larkana,2024.0,3.41,1.08,3.16,3721.100221633911,184.0,104.9,41.4,63.5,35.233334,42.350002,28.15,14.200001,0.0,100.0,25.633333,COTTON
Sanghar,2000.0,468.65,120.8,3.88,3305.0000343322754,184.0,52.8,42.1,10.700001,32.966667,40.466667,25.5,14.966667,0.0,100.0,26.75,COTTON
Sanghar,2001.0,900.24,52.0,17.31,3256.200080871582,184.0,78.0,41.7,36.3,32.7,40.2,25.233335,14.966667,0.0,100.0,26.85,COTTON
Sanghar,2002.0,451.28,104.33,4.33,3302.300081253052,184.0,16.2,42.0,-25.8,32.95,40.45,25.483332,14.966667,0.0,100.0,27.0,COTTON
Sanghar,2003.0,569.48,90.97,6.26,3193.7001399993896,184.0,242.80002,41.5,201.3,32.36667,39.866665,24.9,14.966667,0.0,100.0,26.466667,COTTON
Sanghar,2004.0,683.55,135.65,5.04,3233.900117874145,184.0,30.0,42.2,-12.2,32.583332,40.083336,25.116667,14.966668,0.0,100.0,26.316668,COTTON
Sanghar,2005.0,616.37,139.59,4.42,3248.400117874145,184.0,49.2,41.9,7.3000007,32.666668,40.166668,25.199999,14.966667,0.0,100.0,26.6,COTTON
Sanghar,2006.0,345.64,104.23,3.32,3277.8002223968506,184.0,136.20001,42.0,94.200005,32.81667,40.316666,25.35,14.966667,0.0,100.0,27.25,COTTON
Sanghar,2007.0,523.02,133.27,3.92,3264.499998092652,184.0,140.2,42.0,98.200005,32.75,40.25,25.283333,14.966667,0.0,100.0,26.683334,COTTON
Sanghar,2008.0,662.88,123.31,5.38,3219.1001739501958,184.0,88.6,41.7,46.900005,32.5,40.0,25.033333,14.966667,0.0,100.0,26.65,COTTON
Sanghar,2009.0,1062.49,136.87,7.76,3344.800188064575,184.0,115.5,42.5,72.99999,33.183334,40.683334,25.716667,14.966667,0.0,100.0,27.4,COTTON
Sanghar,2010.0,1116.13,130.55,8.55,3324.099988937378,184.0,290.4,42.300003,248.09999,33.066666,40.56667,25.6,14.966667,0.0,100.0,27.066666,COTTON
Sanghar,2011.0,450.96,13.5,33.4,3256.1000804901123,184.0,94.1,41.8,52.3,32.7,40.2,25.233332,14.966667,0.0,100.0,26.966667,COTTON
Sanghar,2012.0,896.24,120.6,7.43,3246.7002811431885,184.0,74.3,42.100002,32.199997,32.65,40.149998,25.183334,14.966666,0.0,100.0,26.866667,COTTON
Sanghar,2013.0,879.42,123.57,7.12,3274.000093460083,184.0,112.30001,41.9,70.4,32.8,40.3,25.333334,14.966667,0.0,100.0,27.35,COTTON
Sanghar,2014.0,848.04,128.75,6.59,3307.400045394897,184.0,22.6,42.4,-19.8,32.983334,40.483334,25.516668,14.966667,0.0,100.0,27.083334,COTTON
Sanghar,2015.0,699.83,125.18,5.59,3262.000104904175,184.0,123.50001,41.9,81.600006,32.733334,40.233334,25.266668,14.966667,0.0,100.0,26.583334,COTTON
Sanghar,2016.0,684.02,118.55,5.77,3325.9001750946045,184.0,68.100006,42.600002,25.499998,33.083332,40.583332,25.616667,14.966667,0.0,100.0,27.183334,COTTON
Sanghar,2017.0,799.26,121.22,6.59,3323.700164794922,184.0,101.7,42.3,59.400005,33.06667,40.56667,25.6,14.966667,0.0,100.0,27.15,COTTON
Sanghar,2018.0,528.36,76.48,6.91,3320.600151062012,184.0,35.4,42.2,-6.800001,33.05,40.550003,25.583334,14.966668,0.0,100.0,27.316668,COTTON
Sanghar,2019.0,461.7,101.02,4.57,3355.700174331665,184.0,138.8,42.7,96.100006,33.25,40.75,25.783333,14.966667,0.0,100.0,27.300001,COTTON
Sanghar,2020.0,489.82,78.53,6.24,3409.000196456909,184.0,245.40001,43.1,202.3,33.533337,41.033337,26.066666,14.966667,0.0,100.0,27.266668,COTTON
Sanghar,2021.0,595.83,105.84,5.63,3317.200256347656,184.0,68.0,42.4,25.6,33.033337,40.533337,25.566666,14.966667,0.0,100.0,27.216667,COTTON
Sanghar,2022.0,385.68,80.13,4.81,3270.700023651123,184.0,369.2,42.300003,326.90002,32.783333,40.283337,25.316668,14.966667,0.0,100.0,26.6,COTTON
Sanghar,2023.0,895.6,131.18,6.83,3252.2000694274902,184.0,198.8,41.7,157.09999,32.683334,40.183334,25.216667,14.966667,0.0,100.0,27.133333,COTTON
Sanghar,2024.0,658.45,117.5,5.6,3436.700071334839,184.0,221.6,43.0,178.6,33.683334,41.183334,26.216667,14.966667,0.0,100.0,27.883333,COTTON
Tharparkar,2000.0,2.29,1.15,1.99,2934.2000827789307,184.0,193.0,37.7,155.3,30.949999,37.133335,24.833334,12.3,0.0,100.0,27.733332,COTTON
Tharparkar,2001.0,6.92,0.71,9.73,2870.1000690460205,184.0,218.7,36.8,181.90001,30.6,36.783337,24.433334,12.350001,0.0,100.0,27.383333,COTTON
Tharparkar,2002.0,3.55,0.98,3.63,2949.8000831604004,184.0,57.4,37.7,19.699999,31.033333,37.216667,24.866669,12.350001,0.0,100.0,28.150002,COTTON
Tharparkar,2003.0,6.11,0.48,12.66,2832.200162887573,184.0,308.9,36.8,272.1,30.400002,36.583332,24.233335,12.350001,0.0,100.0,27.116667,COTTON
Tharparkar,2004.0,1.11,0.3,3.68,2872.1000213623047,184.0,154.3,37.100002,117.2,30.616667,36.8,24.449999,12.350001,0.0,100.0,27.616667,COTTON
Tharparkar,2005.0,2.71,0.9,3.03,2878.0001068115234,184.0,281.5,37.0,244.50002,30.650002,36.833332,24.483332,12.350001,0.0,100.0,27.666666,COTTON
Tharparkar,2006.0,2.78,1.01,2.76,2913.1000576019287,184.0,363.2,37.300003,325.90002,30.833334,37.016666,24.666666,12.350001,0.0,100.0,27.866667,COTTON
Tharparkar,2007.0,3.92,1.0,3.9,2899.9000701904297,184.0,306.90002,37.2,269.7,30.766668,36.95,24.6,12.350001,0.0,100.0,27.783333,COTTON
Tharparkar,2008.0,3.49,0.72,4.85,2848.7001056671143,184.0,237.00002,36.6,200.40001,30.483335,36.666668,24.316666,12.349999,0.0,100.0,27.450003,COTTON
Tharparkar,2009.0,6.75,1.1,6.15,2970.700164794922,184.0,319.6,38.4,281.2,31.150002,37.333332,24.983332,12.350001,0.0,100.0,28.433334,COTTON
Tharparkar,2010.0,6.69,0.98,6.8,2959.3999996185303,184.0,533.7,37.7,496.0,31.083334,37.266666,24.916666,12.349999,0.0,100.0,27.966667,COTTON
Tharparkar,2011.0,1.79,0.06,31.2,2854.700071334839,184.0,199.59999,36.3,163.29999,30.516668,36.7,24.35,12.350001,0.0,100.0,27.650002,COTTON
Tharparkar,2012.0,5.85,1.03,5.68,2888.2001419067383,184.0,185.70001,37.7,148.0,30.700003,36.883335,24.533333,12.349999,0.0,100.0,27.683334,COTTON
Tharparkar,2013.0,6.77,1.13,5.99,2860.300210952759,184.0,287.0,36.100002,250.9,30.550001,36.733334,24.383333,12.350001,0.0,100.0,28.016668,COTTON
Tharparkar,2014.0,5.85,1.08,5.39,2936.800094604492,184.0,229.8,37.7,192.10002,30.966667,37.149998,24.800001,12.349999,0.0,100.0,28.083334,COTTON
Tharparkar,2015.0,5.52,1.05,5.24,2906.600034713745,184.0,319.1,37.4,281.7,30.800001,36.983334,24.633333,12.349999,0.0,100.0,27.5,COTTON
