DISTRICT,YEAR,PRODUCTION,AREA,YIELD,GDD,HEAT_STRESS_DAYS,PRECIP,PET,TMEAN,DTR,CROP,GDD_lag1,GDD_roll3_mean,HEAT_STRESS_DAYS_lag1,HEAT_STRESS_DAYS_roll3_mean,PRECIP_lag1,PRECIP_roll3_mean,PET_lag1,PET_roll3_mean,TMEAN_lag1,TMEAN_roll3_mean,YIELD_lag1,YIELD_lag2,YIELD_lag3,AREA_lag1,YIELD_roll3_mean,YIELD_roll3_std,AREA_roll3_mean,YEAR_INDEX
Sanghar,2015,699.83,125.18,5.59,3262.000104904175,184.0,123.50001,41.9,32.733334,14.966667,COTTON,3307.400045394897,3276.033473332723,184.0,184.0,22.6,69.73333666666666,42.4,42.133334,32.983334,32.811111333333336,6.59,7.12,7.43,128.75,7.046666666666667,0.4247744499536694,124.30666666666667,15
Sanghar,2016,684.02,118.55,5.77,3325.9001750946045,184.0,68.100006,42.600002,33.083332,14.966667,COTTON,3262.000104904175,3281.1334145863852,184.0,184.0,123.50001,86.13334000000002,41.9,42.06666666666667,32.733334,32.83888933333333,5.59,6.59,7.12,125.18,6.433333333333334,0.7769384359995617,125.83333333333333,16
Sanghar,2017,799.26,121.22,6.59,3323.700164794922,184.0,101.7,42.3,33.06667,14.966667,COTTON,3325.9001750946045,3298.433441797892,184.0,184.0,68.100006,71.40000533333334,42.600002,42.30000066666667,33.083332,32.93333333333334,5.77,5.59,6.59,118.55,5.983333333333333,0.5330415868705242,124.16000000000001,17
Sanghar,2018,528.36,76.48,6.91,3320.600151062012,184.0,35.4,42.2,33.05,14.966668,COTTON,3323.700164794922,3303.866814931234,184.0,184.0,101.7,97.76667200000001,42.3,42.26666733333333,33.06667,32.96111199999999,6.59,5.77,5.59,121.22,5.983333333333333,0.5330415868705242,121.65000000000002,18
Sanghar,2019,461.7,101.02,4.57,3355.700174331665,184.0,138.8,42.7,33.25,14.966667,COTTON,3320.600151062012,3323.4001636505127,184.0,184.0,35.4,68.400002,42.2,42.36666733333333,33.05,33.066667333333335,6.91,6.59,5.77,76.48,6.423333333333333,0.5879909296353517,105.41666666666667,19
Sanghar,2020,489.82,78.53,6.24,3409.000196456909,184.0,245.40001,43.1,33.533337,14.966667,COTTON,3355.700174331665,3333.3334967295327,184.0,184.0,138.8,91.96666666666668,42.7,42.4,33.25,33.12222333333333,4.57,6.91,6.59,101.02,6.023333333333333,1.2687526683059411,99.57333333333334,20
Sanghar,2021,595.83,105.84,5.63,3317.200256347656,184.0,68.0,42.4,33.033337,14.966667,COTTON,3409.000196456909,3361.766840616862,184.0,184.0,245.40001,139.86667,43.1,42.666666666666664,33.533337,33.277779,6.24,4.57,6.91,78.53,5.906666666666666,1.2050864422660499,85.34333333333335,21
Sanghar,2022,385.68,80.13,4.81,3270.700023651123,184.0,369.2,42.300003,32.783333,14.966667,COTTON,3317.200256347656,3360.6335423787436,184.0,184.0,68.0,150.73333666666667,42.4,42.73333333333333,33.033337,33.272224666666666,5.63,6.24,4.57,105.84,5.4799999999999995,0.8450443775329873,95.13000000000001,22
Sanghar,2023,895.6,131.18,6.83,3252.2000694274902,184.0,198.8,41.7,32.683334,14.966667,COTTON,3270.700023651123,3332.300158818563,184.0,184.0,369.2,227.53333666666666,42.300003,42.600001,32.783333,33.116669,4.81,5.63,6.24,80.13,5.56,0.7175653280364893,88.16666666666669,23
Sanghar,2024,658.45,117.5,5.6,3436.700071334839,184.0,221.6,43.0,33.683334,14.966667,COTTON,3252.2000694274902,3280.0334498087564,184.0,184.0,198.8,212.0,41.7,42.13333433333333,32.683334,32.83333466666667,6.83,4.81,5.63,131.18,5.756666666666667,1.0159396307524609,105.71666666666668,24
Sanghar,2003,27.78,9.9,2.81,6332.700174331665,207.0749883651733,243.00002,51.0,30.9375,15.975,RICE,6480.300092697144,6464.833444595337,211.7500057220459,213.25000190734863,20.2,52.40000166666667,51.600002,51.533334,31.5375,31.475001000000002,2.44,0.54,1.54,3.04,1.5066666666666666,0.9504384952922168,5.613333333333333,3
Sanghar,2004,0.2,0.1,1.97,6429.900140762329,203.15001773834229,30.199999,51.9,31.337502,15.975001,RICE,6332.700174331665,6406.733456929524,207.0749883651733,210.94166469573975,243.00002,115.63334166666668,51.0,51.26666733333334,30.9375,31.237500333333333,2.81,2.44,0.54,9.9,1.93,1.217908042505673,6.686666666666667,4
Sanghar,2005,0.2,0.1,1.98,6372.400152206421,210.90001773834229,51.600002,51.3,31.1,15.975,RICE,6429.900140762329,6414.300135930379,203.15001773834229,207.32500394185385,30.199999,97.80000633333333,51.9,51.500000666666665,31.337502,31.270833999999997,1.97,2.81,2.44,0.1,2.4066666666666667,0.42099089459670475,4.346666666666667,5
Sanghar,2006,2.3,1.79,1.29,6362.80027961731,210.1999998092652,153.7,51.2,31.050001,15.975,RICE,6372.400152206421,6378.333489100139,210.90001773834229,207.04167461395264,51.600002,108.26667366666668,51.3,51.4,31.1,31.125000666666665,1.98,1.97,2.81,0.1,2.2533333333333334,0.48211340298039196,3.3666666666666667,6
Sanghar,2007,6.65,2.78,2.39,6475.500078201294,207.02501773834229,141.6,51.7,31.525,15.975,RICE,6362.80027961731,6388.3668575286865,210.1999998092652,208.08334509531656,153.7,78.50000033333335,51.2,51.46666666666667,31.050001,31.162501000000002,1.29,1.98,1.97,1.79,1.7466666666666668,0.39551653989856594,0.6633333333333333,7
Sanghar,2008,41.28,13.32,3.1,6358.100208282471,211.6750059127808,107.3,51.100002,31.0375,15.975,RICE,6475.500078201294,6403.566836675008,207.02501773834229,209.37501176198325,141.6,115.633334,51.7,51.4,31.525,31.225000333333337,2.39,1.29,1.98,2.78,1.8866666666666667,0.5559076661940667,1.5566666666666666,8
Sanghar,2009,42.71,14.1,3.03,6483.800222396851,212.44999408721924,116.299995,51.9,31.550001,15.975,RICE,6358.100208282471,6398.800188700358,211.6750059127808,209.63334115346274,107.3,134.20000000000002,51.100002,51.33333400000001,31.0375,31.204167,3.1,2.39,1.29,13.32,2.26,0.9119758768739447,5.963333333333334,9
Sanghar,2010,8.23,3.22,2.55,6541.099977493286,214.0,296.6,52.100002,31.7875,15.975,RICE,6483.800222396851,6439.133502960205,212.44999408721924,210.3833392461141,116.299995,121.73333166666667,51.9,51.56666733333333,31.550001,31.37083366666667,3.03,3.1,2.39,14.1,2.84,0.3912799509302772,10.066666666666668,10
Sanghar,2011,7.64,3.89,1.97,6431.100080490112,209.40004062652588,97.100006,51.3,31.337502,15.975,RICE,6541.099977493286,6461.000136057536,214.0,212.70833333333334,296.6,173.39999833333334,52.100002,51.70000133333334,31.7875,31.458333666666665,2.55,3.03,3.1,3.22,2.893333333333333,0.29938826518975925,10.213333333333333,11
Sanghar,2012,18.81,5.99,3.14,6376.700338363648,207.0749883651733,75.1,51.4,31.112501,15.974999,RICE,6431.100080490112,6485.333426793416,209.40004062652588,211.95001157124838,97.100006,170.00000033333336,51.3,51.76666733333334,31.337502,31.558334333333335,1.97,2.55,3.03,3.89,2.5166666666666666,0.5307855813163479,7.07,12
Sanghar,2013,17.47,6.41,2.73,6389.000093460083,213.22501182556152,134.40001,51.2,31.1625,15.975,RICE,6376.700338363648,6449.633465449016,207.0749883651733,210.15834299723306,75.1,156.26666866666667,51.4,51.600000666666666,31.112501,31.412501000000002,3.14,1.97,2.55,5.99,2.5533333333333332,0.5850071224637643,4.366666666666667,13
Sanghar,2014,17.41,6.45,2.7,6458.400068283081,214.0,35.7,51.8,31.45,15.975001,RICE,6389.000093460083,6398.933504104614,213.22501182556152,209.90001360575357,134.40001,102.20000533333335,51.2,51.300000000000004,31.1625,31.204167666666667,2.73,3.14,1.97,6.41,2.6133333333333333,0.5936609582357035,5.43,14
Sanghar,2015,17.74,6.41,2.77,6428.000127792358,214.0,129.0,51.4,31.325,15.975,RICE,6458.400068283081,6408.0335000356035,214.0,211.43333339691162,35.7,81.73333666666667,51.8,51.46666666666667,31.45,31.241667000000003,2.7,2.73,3.14,6.45,2.856666666666667,0.245831920899898,6.283333333333334,15
Sanghar,2016,17.44,6.48,2.69,6494.90020942688,214.0,70.200005,52.2,31.6,15.975001,RICE,6428.000127792358,6425.133429845174,214.0,213.7416706085205,129.0,99.70000333333336,51.4,51.46666666666666,31.325,31.3125,2.77,2.7,2.73,6.41,2.733333333333333,0.03511884584284834,6.423333333333335,16
Sanghar,2017,17.61,6.42,2.74,6486.700176239014,214.0,101.9,51.9,31.5625,15.975,RICE,6494.90020942688,6460.433468500773,214.0,214.0,70.200005,78.30000166666669,52.2,51.800000000000004,31.6,31.458333333333332,2.69,2.77,2.7,6.48,2.72,0.04358898943541159,6.446666666666668,17
Sanghar,2018,17.72,6.44,2.75,6534.600128173828,214.0,36.100002,51.9,31.7625,15.975001,RICE,6486.700176239014,6469.866837819417,214.0,214.0,101.9,100.36666833333334,51.9,51.833333333333336,31.5625,31.495833333333334,2.74,2.69,2.77,6.42,2.733333333333334,0.040414518843278985,6.436666666666667,18
Sanghar,2019,17.58,6.5,2.71,6530.700174331665,212.44999408721924,143.8,52.2,31.75,15.975,RICE,6534.600128173828,6505.400171279907,214.0,214.0,36.100002,69.40000233333335,51.9,52.0,31.7625,31.641666666666666,2.75,2.74,2.69,6.44,2.7266666666666666,0.03214550253664988,6.446666666666666,19
Sanghar,2020,17.73,6.51,2.72,6533.000230789185,214.0,253.1,52.600002,31.750002,15.975,RICE,6530.700174331665,6517.333492914836,212.44999408721924,213.4833313624064,143.8,93.93333400000002,52.2,52.0,31.75,31.691666666666666,2.71,2.75,2.74,6.5,2.733333333333334,0.020816659994671527,6.453333333333333,20
Sanghar,2021,17.63,6.51,2.71,6486.200290679932,213.22501182556152,73.8,52.0,31.5625,15.975001,RICE,6533.000230789185,6532.76684443156,214.0,213.4833313624064,253.1,144.333334,52.600002,52.23333399999999,31.750002,31.75416733333333,2.72,2.71,2.75,6.51,2.7266666666666666,0.020816659994671617,6.483333333333333,21
Sanghar,2022,17.71,5.69,3.11,6505.700023651123,212.45002365112305,371.0,52.2,31.65,15.975,RICE,6486.200290679932,6516.633565266927,213.22501182556152,213.2250019709269,73.8,156.9,52.0,52.26666733333334,31.5625,31.687500666666665,2.71,2.72,2.71,6.51,2.7133333333333334,0.005773502691934863,6.506666666666667,22
Sanghar,2023,19.03,5.48,3.47,6400.200080871582,214.0,206.7,51.100002,31.2125,15.975,RICE,6505.700023651123,6508.300181706746,212.45002365112305,213.22501182556152,371.0,232.63333333333333,52.2,52.26666733333334,31.65,31.654167333333334,3.11,2.71,2.72,5.69,2.8466666666666662,0.22810816147900878,6.236666666666667,23
Sanghar,2024,23.88,8.58,2.78,6629.70013999939,216.2499942779541,228.9,52.600002,32.15,15.975,RICE,6400.200080871582,6464.033465067546,214.0,213.22501182556152,206.7,217.16666666666666,51.100002,51.76666733333334,31.2125,31.474999999999998,3.47,3.11,2.71,5.48,3.0966666666666662,0.3801753981168868,5.8933333333333335,24
Sanghar,2003,646.93,10.34,62.57,5398.900197982788,0.0,247.8,61.3,28.109093,16.618181,SUGARCANE,5583.000185012817,5561.833489735921,0.0,0.0,25.0,54.866666666666674,62.1,61.93333333333334,28.645454,28.578787333333334,37.49,73.09,36.14,14.02,48.906666666666666,20.954255733223583,12.933333333333332,3
Sanghar,2004,449.83,10.26,43.83,5636.100141525269,0.0,34.1,62.600002,28.79091,16.618183,SUGARCANE,5398.900197982788,5509.600165049235,0.0,0.0,247.8,119.16666666666667,61.3,61.699999999999996,28.109093,28.43333366666667,62.57,37.49,73.09,10.34,57.71666666666667,18.289508832479164,11.753333333333332,4
Sanghar,2005,619.76,10.87,56.99,5384.2001876831055,0.0,61.100002,61.5,28.054546,16.618181,SUGARCANE,5636.100141525269,5539.333508173625,0.0,0.0,34.1,102.30000000000001,62.600002,62.000000666666665,28.79091,28.515152333333333,43.83,62.57,37.49,10.26,47.96333333333333,13.040894652336293,11.54,5
Sanghar,2006,559.15,9.42,59.39,5499.300304412842,0.0,165.90001,61.600002,28.418182,16.618181,SUGARCANE,5384.2001876831055,5473.066842397054,0.0,0.0,61.100002,114.33333400000002,61.5,61.80000066666667,28.054546,28.318183,56.99,43.83,62.57,10.87,54.46333333333333,9.622106491477497,10.49,6
Sanghar,2007,857.26,13.92,61.59,5523.800098419189,0.0,174.1,62.0,28.490908,16.618181,SUGARCANE,5499.300304412842,5506.533544540405,0.0,0.0,165.90001,87.03333733333335,61.600002,61.900001333333336,28.418182,28.421212666666666,59.39,56.99,43.83,9.42,53.403333333333336,8.37714350678878,10.183333333333332,7
Sanghar,2008,491.3,11.61,42.3,5488.100254058838,0.0,110.9,61.600002,28.336365,16.618181,SUGARCANE,5523.800098419189,5469.100196838379,0.0,0.0,174.1,133.700004,62.0,61.700000666666675,28.490908,28.321212000000003,61.59,59.39,56.99,13.92,59.32333333333333,2.3007245235650142,11.403333333333334,8
Sanghar,2009,647.56,11.72,55.27,5666.400234222412,0.0,121.9,62.600002,28.90909,16.618181,SUGARCANE,5488.100254058838,5503.733552296956,0.0,0.0,110.9,150.30000333333336,61.600002,61.73333466666667,28.336365,28.41515166666667,42.3,61.59,59.39,11.61,54.42666666666667,10.55945232165634,11.65,9
Sanghar,2010,764.83,13.21,57.88,5707.200033187866,31.0,300.0,62.8,29.027271,16.618181,SUGARCANE,5666.400234222412,5559.4335289001465,0.0,0.0,121.9,135.63333333333335,62.600002,62.066668,28.90909,28.578787666666667,55.27,42.3,61.59,11.72,53.05333333333334,9.834186968597528,12.416666666666666,10
Sanghar,2011,362.1,7.08,51.17,5543.500162124634,0.0,102.100006,61.9,28.536364,16.618181,SUGARCANE,5707.200033187866,5620.566840489705,31.0,10.333333333333334,300.0,177.60000000000002,62.8,62.333334666666666,29.027271,28.75757533333333,57.88,55.27,42.3,13.21,51.81666666666667,8.344353380180719,12.18,11
Sanghar,2012,983.56,13.19,74.58,5419.700407028198,0.0,76.3,61.600002,28.136364,16.618181,SUGARCANE,5543.500162124634,5639.033476511638,0.0,10.333333333333334,102.100006,174.6666686666667,61.9,62.433334,28.536364,28.824241666666666,51.17,57.88,55.27,7.08,54.77333333333333,3.3824596573105494,10.670000000000002,12
Sanghar,2013,970.97,14.45,67.18,5480.300094604492,0.0,143.20001,61.5,28.345453,16.618181,SUGARCANE,5419.700407028198,5556.800200780232,0.0,10.333333333333334,76.3,159.4666686666667,61.600002,62.100000666666666,28.136364,28.566666333333334,74.58,51.17,57.88,13.19,61.21,12.055027996649367,11.160000000000002,13
Sanghar,2014,781.81,14.44,54.14,5462.200138092041,0.0,38.7,62.0,28.29091,16.618183,SUGARCANE,5480.300094604492,5481.166887919108,0.0,0.0,143.20001,107.20000533333335,61.5,61.66666733333333,28.345453,28.339393666666666,67.18,74.58,51.17,14.45,64.31,11.965980945998536,11.573333333333332,14
Sanghar,2015,880.42,14.86,59.24,5506.700151443481,0.0,136.1,61.7,28.436365,16.618181,SUGARCANE,5462.200138092041,5454.066879908244,0.0,0.0,38.7,86.06667,62.0,61.700000666666675,28.29091,28.257575666666668,54.14,67.18,74.58,14.44,65.3,10.34887433492165,14.026666666666666,15
Sanghar,2016,1007.88,17.06,59.09,5678.400245666504,31.0,78.6,62.9,28.918182,16.618183,SUGARCANE,5506.700151443481,5483.066794713338,0.0,0.0,136.1,106.00000333333337,61.7,61.73333333333333,28.436365,28.357575999999998,59.24,54.14,67.18,14.86,60.186666666666675,6.571341821373572,14.583333333333334,16
Sanghar,2017,1177.06,17.3,68.04,5635.800231933594,0.0,108.700005,62.600002,28.818182,16.618181,SUGARCANE,5678.400245666504,5549.100178400676,31.0,10.333333333333334,78.6,84.46666666666668,62.9,62.199999999999996,28.918182,28.548485666666668,59.09,59.24,54.14,17.06,57.49000000000001,2.9021543721862795,15.453333333333333,17
Sanghar,2018,722.71,12.57,57.52,5720.000150680542,31.0,38.0,62.600002,29.07273,16.618183,SUGARCANE,5635.800231933594,5606.966876347859,0.0,10.333333333333334,108.700005,107.80000166666669,62.600002,62.40000066666667,28.818182,28.724243,68.04,59.09,59.24,17.3,62.123333333333335,5.124532499002543,16.406666666666666,18
Sanghar,2019,811.08,13.72,59.13,5500.700233459473,0.0,163.9,62.2,28.40909,16.618183,SUGARCANE,5720.000150680542,5678.066876093547,31.0,20.666666666666668,38.0,75.1000016666667,62.600002,62.70000133333334,29.07273,28.936364666666666,57.52,68.04,59.09,12.57,61.550000000000004,5.67505947105402,15.643333333333333,19
Sanghar,2020,813.14,13.05,62.29,5605.100252151489,0.0,264.2,62.9,28.7,16.618181,SUGARCANE,5500.700233459473,5618.833538691203,0.0,10.333333333333334,163.9,103.53333500000004,62.2,62.466668,28.40909,28.766667333333334,59.13,57.52,68.04,13.72,61.56333333333333,5.666430387230859,14.530000000000001,20
Sanghar,2021,833.71,13.61,61.24,5685.000370025635,0.0,90.3,62.800003,28.972729,16.618181,SUGARCANE,5605.100252151489,5608.600212097168,0.0,10.333333333333334,264.2,155.36666666666667,62.9,62.566667333333335,28.7,28.72727333333333,62.29,59.13,57.52,13.05,59.646666666666675,2.4266094315594535,13.113333333333335,21
Sanghar,2022,729.43,12.63,57.76,5706.200092315674,31.0,372.2,63.0,29.027271,16.618181,SUGARCANE,5685.000370025635,5596.933618545532,0.0,0.0,90.3,172.79999999999998,62.800003,62.63333433333333,28.972729,28.693939666666665,61.24,62.29,59.13,13.61,60.88666666666668,1.609358050072537,13.46,22
Sanghar,2023,724.61,11.93,60.76,5593.4001388549805,0.0,214.2,61.7,28.7,16.618181,SUGARCANE,5706.200092315674,5665.4335714976,31.0,10.333333333333334,372.2,242.23333333333335,63.0,62.900001,29.027271,28.899999999999995,57.76,61.24,62.29,12.63,60.43000000000001,2.3711389668258485,13.09666666666667,23
Sanghar,2024,512.91,11.91,43.07,5705.900173187256,31.0,243.1,63.0,29.0,16.618181,SUGARCANE,5593.4001388549805,5661.533533732097,0.0,10.333333333333334,214.2,225.5666666666667,61.7,62.500001,28.7,28.900000000000002,60.76,57.76,61.24,11.93,59.92000000000001,1.8859480374601922,12.723333333333334,24
Sanghar,2003,445.84,103.08,4.33,2206.400081634521,91.0,14.000001,22.5,22.199999,18.533335,WHEAT,2245.500045776367,2213.6000912984214,91.0,91.0,2.6000001,4.566666833333334,22.6,22.5,22.4,22.21666666666667,4.33,3.4,3.53,95.95,3.7533333333333334,0.5036202272877186,107.83333333333333,3
Sanghar,2004,345.45,111.72,3.09,2280.300035476685,91.0,4.3,22.7,22.550001,18.533335,WHEAT,2206.400081634521,2213.1667505900064,91.0,91.0,14.000001,7.866667033333333,22.5,22.53333333333333,22.199999,22.233333,4.33,4.33,3.4,103.08,4.0200000000000005,0.5369357503463518,107.18333333333334,4
Sanghar,2005,367.58,116.32,3.16,2110.000075340271,91.0,13.5,22.1,21.650002,18.533333,WHEAT,2280.300035476685,2244.0667209625244,91.0,91.0,4.3,6.966667033333333,22.7,22.599999999999998,22.550001,22.383333333333336,3.09,4.33,4.33,111.72,3.9166666666666665,0.715914333795136,103.58333333333333,5
Sanghar,2006,447.38,119.31,3.75,2127.800094604492,119.0,29.2,22.1,21.800001,18.533335,WHEAT,2110.000075340271,2198.900064150492,91.0,91.0,13.5,10.600000333333332,22.1,22.433333333333334,21.650002,22.133334,3.16,3.09,4.33,116.32,3.526666666666667,0.696586917285513,110.37333333333333,6
Sanghar,2007,450.55,121.4,3.71,2224.6001586914062,91.0,31.800001,22.5,22.316668,18.533335,WHEAT,2127.800094604492,2172.700068473816,119.0,100.33333333333333,29.2,15.666666666666666,22.1,22.3,21.800001,22.000001333333334,3.75,3.16,3.09,119.31,3.3333333333333335,0.3625373543972185,115.78333333333335,7
Sanghar,2008,451.27,121.75,3.71,2136.3000564575195,91.0,28.5,22.3,21.75,18.533335,WHEAT,2224.6001586914062,2154.133442878723,91.0,100.33333333333333,31.800001,24.833333666666665,22.5,22.233333333333334,22.316668,21.922223666666667,3.71,3.75,3.16,121.4,3.5400000000000005,0.32969683043669173,119.00999999999999,8
Sanghar,2009,455.19,123.7,3.68,2329.4000930786133,119.0,9.5,22.7,22.883333,18.533335,WHEAT,2136.3000564575195,2162.900103251139,91.0,100.33333333333333,28.5,29.833333666666665,22.3,22.3,21.75,21.955556333333334,3.71,3.71,3.75,121.75,3.723333333333333,0.02309401076759653,120.82,9
Sanghar,2010,501.69,125.73,3.99,2367.299997329712,91.0,9.5,23.0,23.083334,18.533333,WHEAT,2329.4000930786133,2230.100102742513,119.0,100.33333333333333,9.5,23.266666999999998,22.7,22.5,22.883333,22.316667,3.68,3.71,3.71,123.7,3.6999999999999997,0.017320508075704497,122.28333333333335,10
Sanghar,2011,302.75,81.98,3.69,2120.6000757217407,91.0,10.700001,22.300001,21.733332,18.533335,WHEAT,2367.299997329712,2277.6667156219482,91.0,100.33333333333333,9.5,15.833333333333334,23.0,22.666666666666668,23.083334,22.572222333333333,3.99,3.68,3.71,125.73,3.7933333333333334,0.17097758137643043,123.72666666666667,11
Sanghar,2012,346.68,108.23,3.2,2138.200156211853,91.0,2.3,22.1,21.766668,18.533335,WHEAT,2120.6000757217407,2272.433388710022,91.0,100.33333333333333,10.700001,9.900000333333333,22.300001,22.666667,21.733332,22.566666333333334,3.69,3.99,3.68,81.98,3.7866666666666666,0.17616280348965238,110.47000000000001,12
Sanghar,2013,391.75,106.29,3.69,2155.600029945373,91.0,31.800001,22.2,21.916666,18.533335,WHEAT,2138.200156211853,2208.700076421102,91.0,91.0,2.3,7.500000333333333,22.1,22.466667,21.766668,22.19444466666667,3.2,3.69,3.99,108.23,3.626666666666667,0.3987898360456717,105.31333333333333,13
Sanghar,2014,373.52,102.19,3.66,2077.4000749588013,91.0,13.6,22.0,21.483335,18.533335,WHEAT,2155.600029945373,2138.1334206263223,91.0,91.0,31.800001,14.933334000000002,22.2,22.200000333333332,21.916666,21.80555533333333,3.69,3.2,3.69,106.29,3.526666666666667,0.282901631902917,98.83333333333333,14
Sanghar,2015,367.64,108.35,3.39,2156.700053215027,91.0,15.3,22.2,21.949999,18.533335,WHEAT,2077.4000749588013,2123.7334203720093,91.0,91.0,13.6,15.900000333333333,22.0,22.100000000000005,21.483335,21.722223,3.66,3.69,3.2,102.19,3.516666666666667,0.274651294068194,105.57000000000001,15
Sanghar,2016,355.48,111.42,3.19,2279.000093460083,91.0,10.8,22.7,22.550001,18.533335,WHEAT,2156.700053215027,2129.9000527064004,91.0,91.0,15.3,20.23333366666667,22.2,22.13333333333333,21.949999,21.78333333333333,3.39,3.66,3.69,108.35,3.58,0.16522711641858417,105.61,16
Sanghar,2017,348.09,100.17,3.47,2307.2000675201416,91.0,10.1,22.900002,22.766668,18.533335,WHEAT,2279.000093460083,2171.0334072113037,91.0,91.0,10.8,13.233333333333334,22.7,22.3,22.550001,21.994445,3.19,3.39,3.66,111.42,3.4133333333333336,0.2358671942711263,107.32,17
Sanghar,2018,334.07,94.01,3.55,2332.000104904175,119.0,8.7,23.0,22.900002,18.533335,WHEAT,2307.2000675201416,2247.6334047317505,91.0,91.0,10.1,12.066666666666668,22.900002,22.60000066666667,22.766668,22.42222266666667,3.47,3.19,3.39,100.17,3.35,0.14422205101855845,106.64666666666666,18
Sanghar,2019,359.37,112.38,3.2,2146.300024032593,91.0,22.1,22.2,21.866667,18.533335,WHEAT,2332.000104904175,2306.0667552948,119.0,100.33333333333333,8.7,9.866666666666667,23.0,22.86666733333333,22.900002,22.73889033333333,3.55,3.47,3.19,94.01,3.4033333333333338,0.1890326250501039,101.86666666666667,19
Sanghar,2020,360.42,110.15,3.27,2100.100114822388,91.0,14.8,22.1,21.583334,18.533333,WHEAT,2146.300024032593,2261.8333988189697,91.0,100.33333333333333,22.1,13.633333333333333,22.2,22.700000666666668,21.866667,22.511112333333333,3.2,3.55,3.47,112.38,3.4066666666666667,0.1833939293797184,102.18666666666667,20
Sanghar,2021,318.87,113.48,2.81,2265.800061225891,119.0,20.900002,22.8,22.550001,18.533335,WHEAT,2100.100114822388,2192.8000812530518,91.0,100.33333333333333,14.8,15.200000000000001,22.1,22.433333333333334,21.583334,22.116667666666668,3.27,3.2,3.55,110.15,3.34,0.18520259177452014,105.51333333333334,21
Sanghar,2022,350.65,124.66,2.81,2332.3000745773315,91.0,22.2,23.0,22.9,18.533333,WHEAT,2265.800061225891,2170.733400026957,119.0,100.33333333333333,20.900002,19.266667333333334,22.8,22.366666666666664,22.550001,22.000000666666665,2.81,3.27,3.2,113.48,3.0933333333333337,0.24785748593361506,112.00333333333333,22
Sanghar,2023,356.25,125.18,2.85,2232.200110435486,119.0,9.599999,22.400002,22.366667,18.533335,WHEAT,2332.3000745773315,2232.7334168752036,91.0,100.33333333333333,22.2,19.300000666666666,23.0,22.633333333333336,22.9,22.344444999999997,2.81,2.81,3.27,124.66,2.9633333333333334,0.26558112382722476,116.09666666666668,23
Sanghar,2024,438.54,96.79,4.53,2206.4001026153564,91.0,29.900002,22.400002,22.150002,18.533335,WHEAT,2232.200110435486,2276.7667487462363,119.0,109.66666666666667,9.599999,17.566667,22.400002,22.733334000000003,22.366667,22.605555999999996,2.85,2.81,2.81,125.18,2.8233333333333337,0.023094010767537056,121.10666666666667,24
Tharparkar,2003,6.11,0.48,12.66,2832.200162887573,184.0,308.9,36.8,30.400002,12.350001,COTTON,2949.8000831604004,2918.0334116617837,184.0,184.0,57.4,156.36666666666665,37.7,37.4,31.033333,30.861110666666665,3.63,9.73,1.99,0.98,5.116666666666667,4.078545492370207,0.9466666666666667,3
Tharparkar,2004,1.11,0.3,3.68,2872.1000213623047,184.0,154.3,37.100002,30.616667,12.350001,COTTON,2832.200162887573,2884.0334383646646,184.0,184.0,308.9,195.0,36.8,37.1,30.400002,30.677778333333332,12.66,3.63,9.73,0.48,8.673333333333334,4.6068029405796525,0.7233333333333333,4
Tharparkar,2005,2.71,0.9,3.03,2878.0001068115234,184.0,281.5,37.0,30.650002,12.350001,COTTON,2872.1000213623047,2884.7000891367593,184.0,184.0,154.3,173.5333333333333,37.100002,37.20000066666667,30.616667,30.683334000000002,3.68,12.66,3.63,0.3,6.656666666666667,5.199099280965245,0.5866666666666667,5
Tharparkar,2006,2.78,1.01,2.76,2913.1000576019287,184.0,363.2,37.300003,30.833334,12.350001,COTTON,2878.0001068115234,2860.766763687134,184.0,184.0,281.5,248.23333333333335,37.0,36.96666733333333,30.650002,30.555557000000004,3.03,3.68,12.66,0.9,6.456666666666667,5.382065898271159,0.5599999999999999,6
Tharparkar,2007,3.92,1.0,3.9,2899.9000701904297,184.0,306.90002,37.2,30.766668,12.350001,COTTON,2913.1000576019287,2887.7333952585855,184.0,184.0,363.2,266.3333333333333,37.300003,37.133334999999995,30.833334,30.700001,2.76,3.03,3.68,1.01,3.1566666666666676,0.47289886163252387,0.7366666666666667,7
Tharparkar,2008,3.49,0.72,4.85,2848.7001056671143,184.0,237.00002,36.6,30.483335,12.349999,COTTON,2899.9000701904297,2897.000078201294,184.0,184.0,306.90002,317.2000066666667,37.2,37.16666766666666,30.766668,30.750001333333334,3.9,2.76,3.03,1.0,3.2300000000000004,0.5957348403442622,0.9700000000000001,8
Tharparkar,2009,6.75,1.1,6.15,2970.700164794922,184.0,319.6,38.4,31.150002,12.350001,COTTON,2848.7001056671143,2887.2334111531577,184.0,184.0,237.00002,302.36668000000003,36.6,37.033334333333336,30.483335,30.694445666666667,4.85,3.9,2.76,0.72,3.8366666666666673,1.0464384039843608,0.91,9
Tharparkar,2010,6.69,0.98,6.8,2959.3999996185303,184.0,533.7,37.7,31.083334,12.349999,COTTON,2970.700164794922,2906.4334468841553,184.0,184.0,319.6,287.83334666666667,38.4,37.400000000000006,31.150002,30.800001666666663,6.15,4.85,3.9,1.1,4.966666666666668,1.1295279249904966,0.9400000000000001,10
